ID,Curso,Descricao,Competencias provaveis
238,Atividade Correcional - Visão Geral,"O curso Atividade Correcional – Visão Geral foi desenvolvido pela Enap em parceria com a Controladoria-Geral da União - CGU - e integra o Programa de Capacitação para Corregedorias (CRG+), que pretende disseminar o conhecimento das corregedorias e alcançar servidores e empregados públicos em todo o país. O curso tem como foco a difusão de conhecimentos básicos, aproximando a atividade correcional de servidores públicos e cidadãos. Além de esclarecer o funcionamento e o papel das corregedorias, busca também prevenir infrações correcionais a partir da discussão de casos práticos.",[]
201,Censo Cadastral Previdenciário,"O curso “Censo Cadastral Previdenciário para os RPPS utilizando o SIGEV/Gestão” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 4 (quatro) módulos que abordam todas as fases de planejamento e execução para a criação e a manutenção de um banco de dados atualizado, utilizando a ferramenta SIPREV/Gestão.",['análise de dados']
244,Tesouro Direto,"O curso apresenta as características e vantagens de se investir no Programa com o objetivo de aproximar o cidadão do investimento e da poupança, estimulando esse comportamento. Para isso, explica como cada tipo de título funciona e qual se adequa mais a cada objetivo, facilitando o entendimento do investidor em potencial.",['metodologias ativas']
197,Funpresp para RH - A Previdência Complementar do Servidor Público Federal,"O curso permite o servidor conhecer mais sobre a previdência complementar e sobre a Fundação de Previdência Complementar do Servidor Público Federal do Poder Executivo (Funpresp). Dentro das ações de Educação Previdenciária da Fundação, este curso vai compreender o plano ExecPrev, entender os cálculos de contribuição, como é feito o custeio do plano, os investimentos e a rentabilidade. Para os servidores que compõem as equipes de Gestão de Pessoas dos órgãos da União, o curso será um importante instrumento de informação acerca do Regime de Previdência Complementar e sobre a Funpresp.",[]
237,Plano Museológico: Planejamento estratégico para museus,"A elaboração e implementação do plano museológico é dever de todos os museus, sendo uma exigência legal instituída pela Lei nº 11.904/09 e pelo Decreto nº 8.124/2013. O plano constitui uma ferramenta de planejamento estratégico orientado especificamente para os museus. Portanto, ele atende as especificidades das atividades que envolvem a sua gestão. O objetivo do curso é fornecer os subsídios para elaboração deste plano, apresentando conceitos de planejamento, gestão, diagnóstico, objetivos, elaboração de programas e projetos.",['gestão de projetos']
236,Segurança do paciente e Qualidade em serviços de saúde,"O curso de Segurança do Paciente e Qualidade em Serviços de Saúde foi desenvolvido pela Agência Nacional de Vigilância Sanitária (Anvisa), em parceria com a Universidade de Brasília (UnB), com o objetivo de ampliar o conhecimento dos profissionais que atuam no Sistema Nacional de Vigilância Sanitária (SNVS) e nos serviços de saúde sobre o tema Segurança do Paciente com vistas à minimização de riscos e melhoria da qualidade do cuidado prestado ao paciente em serviços de saúde.",[]
231,Demonstrativo de Informações Previdenciárias e Repasses (DIPR) e Parcelamento de débitos previdenciários dos RPPS,"O curso foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência. Sua estrutura está configurada em 3 (três) módulos que abordam conhecimentos relacionados ao DIPR, sua importância para a obtenção do CRP e a forma de transmissão das informações no sistema Cadprev, e relacionados aos procedimentos para realização do parcelamento de débitos, conforme legislação em vigor, para regularizar os casos em que o Ente Federativo não teve condições de fazer os repasses em dia.",[]
235,MP 881: Liberdade Econômica e Aprovação Tácita,"Com a edição da Medida Provisória n. 881, apelidada de “MP da Liberdade Econômica”, a Administração brasileira passou a possuir uma série de obrigações, incluindo a dispensa de licenças em situações de baixo risco, e o estabelecimento de prazos para os fins de aprovação tácita. Neste curso veremos como se operam esses institutos.",[]
234,Inovação Social para o Aperfeiçoamento de Políticas Públicas,"O curso Introdutório de Inovação Social para o Aperfeiçoamento de Políticas Públicas foi desenvolvido pela Enap, em parceria com a Secretaria Nacional de Articulação Social da Secretaria de Governo da Presidência da República em novembro de 2018. O curso foi desenvolvido com foco na necessidade de desenvolver capacidades locais (Agentes de Gestão de Inovação Social) para facilitar e dar suporte ao governo federal em ações voltadas: a) ao aperfeiçoamento e desenvolvimento de ideias para solução de problemas sociais com participação social; b) à promoção da participação com empoderamento dos ato","['gestão pública', 'administração pública', 'governo digital', 'auditoria governamental', 'responsabilidade social', 'políticas públicas', 'gestão de serviços públicos', 'participação social', 'controle social', 'accountability pública']"
230,Demonstrativo do Resultado da Avaliação Atuarial - DRAA,"O curso “Demonstrativo do resultado da Avaliação Atuarial - DRAA” foi produzido por meio da parceria entre a Escola de Administração Fazendária e a Secretaria de Previdência.
Sua estrutura está configurada em 6 (seis) módulos que abordam as partes que compõem o DRAA, visando o correto preenchimento das informações necessárias para a consolidação do demonstrativo.","['metodologias ativas', 'design instrucional']"
172,Educação Fiscal - Estado e Tributação,"Este curso está inserido no contexto do Programa Nacional de Educação Fiscal - PNEF. Seu conteúdo aborda a tributação e os direitos fundamentais, explorando os conceitos, a espécie e as competências dos tributos. Além disso, trata das novas concepções da tributação pós-crise. Saiba mais, inscreva-se!",[]
184,Educação Fiscal - Orçamento e Coesão Social,"Com uma ampla visão sobre a necessidade de uma adequada gestão do dinheiro público, combinada ao desafio da promoção de equidade, capacidade e limitação do poder de tributar do Estado, o curso aborda a relação cidadania e governo frente ao orçamento público. Os aspectos operacionais do processo orçamentário brasileiro e o processo de compras governamentais também são apresentados, combinando-os, ainda, com os princípios da transparência e da Lei de Acesso à Informação (LAI).",['finanças públicas']
233,Resolução de Conflitos Aplicada ao Contexto das Ouvidorias do Ministério Público,"O curso Resolução de Conflitos Aplicada ao Contexto das Ouvidorias do Ministério Público foi desenvolvido pela Enap, em parceria com a Ouvidoria-Geral da União (OGU) e a Ouvidoria Nacional do Ministério Público (ONMP), para integrar a Certificação em Ouvidoria no âmbito do Ministério Público brasileiro. Nessa capacitação, você conhecerá experiências e técnicas para mediar e solucionar conflitos as quais podem otimizar os atendimentos realizados em ambiente de ouvidoria.",[]
122,MROSC: Planejamento e Transparência,"O curso apresenta os aspectos e dispositivos relacionados ao planejamento e à transparência, presentes na Lei n° 13.019/2014 e no Decreto n° 8.726/2016, com o objetivo de capacitar servidoras e servidores públicos das três esferas de governo, dos órgãos de fiscalização e controle (incluindo o controle social), bem como as instituições da sociedade civil, para a operar parcerias entre Estado e Organização da Sociedade Civil (OSC). O curso faz parte do Programa MROSC para parceiros públicos e privados.","['gestão de projetos', 'gestão pública', 'administração pública', 'ética no serviço público', 'governo digital', 'direito administrativo', 'transparência pública', 'auditoria governamental', 'políticas públicas', 'gestão de serviços públicos', 'accountability pública']"
